videoId,title,date,duree_sec,vues,likes,commentaires
zRtGL0-5rg4,"Last To Leave Grocery Store, Wins $250,000",2026-04-18,2577,99741202,2547082,140742
DXVHmGoCTco,"50 Streamers Fight for $1,000,000",2026-04-04,2971,98129508,2448020,164622
JFtlf8RoPZY,Trapped On An Island Until I Build A Boat,2026-03-21,1813,114033636,2610089,113061
purAsH7pXTQ,"5 Strangers Split $100,000",2026-03-13,64,53999644,1589885,18710
IEuDUhGIJ5c,My Chocolate Factory Blew Up,2026-03-10,70,16474577,833166,19021
AoN1K4c7VKE,"Survive 30 Days Stranded With Your Ex, Win $250,000",2026-03-07,1804,116712137,2325116,145861
5OLs1GWB4OA,I Built 10 Schools Around The World,2026-02-21,965,60412740,2281109,94078
9WEQts7b8Pw,"Ages 1 - 100 Race For $250,000!",2026-02-07,1411,103335714,1637047,83928
pAnGwRiQ4-4,"$1 vs $1,000,000,000 Futuristic Tech!",2026-01-24,1384,135187743,2992128,88218
QJI0an6irrA,"30 Celebrities Fight For $1,000,000!",2026-01-07,2499,120979449,2596103,118316
ZFoNBxpXen4,"Survive 30 Days Trapped In The Sky, Win $250,000",2025-12-20,2246,178191444,2875720,109236
8bMh8azh3CY,100 Pilots Fight For A Private Jet,2025-12-06,1726,143361852,1913077,72999
Ah_uuTwGOYU,World's Strongest Man Vs Robot,2025-11-22,1104,122655072,2051366,67077
3RmOvxilbPM,100 People Vs World’s Biggest Trap!,2025-11-08,1843,113749595,1948307,84342
26QQE7EsnLA,MrBeast Lab Disaster!,2025-11-03,67,36316900,1362008,16523
Oo9EbArcQ1c,"I Saved 1,000 Animals From Dying",2025-10-25,1056,186102203,3340292,60082
oBXSvS2QKxU,100 Kids Vs World's Strongest Man!,2025-10-11,1641,168176969,2833217,52366
UTdcX1e0cMA,"Jump Over The Lava, Win!",2025-10-10,63,79844548,2135869,12303
F0OkwXKcPSE,Hi Me In 10 Years,2025-10-04,194,60652000,3669163,113997
zo7i8VTpfNM,"Would You Risk Dying For $500,000?",2025-09-27,1526,129045141,2257325,31690
4l97aNza_Zc,"Survive 30 Days Chained To Your Ex, Win $250,000",2025-09-13,2224,226230764,4089536,67925
_AbFXuGDRTs,"$1 vs $1,000,000,000 Nuclear Bunker!",2025-08-30,1038,165139606,2927909,37928
TDv56whosPQ,"Survive 100 Days In Prison, Win $500,000",2025-08-16,2376,153522216,3114518,43079
Z4hVGCWH1Kc,"2,000,000 People Get Clean Water For The First Time!",2025-08-01,620,107897868,2407174,46654
lQz5aqjZ3lQ,"Find This Briefcase, Win $10,000",2025-07-25,67,242681604,6008150,17922
pzBi1nwDn8U,"Survive 100 Days Trapped In A Private Jet, Keep It",2025-07-19,1983,142084686,3466212,46130
FWAdfuPpLOc,World's Fastest Car Vs Cheetah!,2025-07-05,1237,225751119,3487031,47308
pe_ejTiIcSs,"Lose 100 LBs, Win $250,000!",2025-06-21,2210,244109121,6821384,115599
hTSaweR8qMI,"$1 vs $500,000 Date",2025-06-07,1042,177883928,3553139,62440
DZIASl9q90s,"Beat Neymar, Win $500,000",2025-05-24,1673,158673271,3533453,80294
-4GmbBoYQjE,I Survived 100 Hours In An Ancient Temple,2025-05-10,946,134263375,3042880,78332
x7yv72s8h0o,Would You Go On Vacation With A Stranger?,2025-04-29,63,361049447,9501164,29019
uyiG6uw-6pA,"Would You Risk Drowning for $500,000?",2025-04-26,1546,209201386,3248928,43533
figrl0aOULs,Click This Video To Feed 1 Person,2025-04-12,629,76934117,4255181,73370
aKq8bkY5eTU,I Survived The 5 Deadliest Places On Earth,2025-03-22,803,180094484,3286827,55237
zajUgQLviwk,"Last to Leave Their Circle Wins $500,000",2025-03-01,2318,197406429,3100452,84114
L5ihmu87xTE,"Find This Stranger, Win $10,000",2025-02-19,61,715176401,17139791,14576
NDsO1LT_0lw,I Spent 100 Hours Inside The Pyramids!,2025-02-08,1303,228109370,5346914,100559
sF5LYGgKbUA,Every Minute One Person Is Eliminated,2025-01-25,2086,167139775,3178130,76996
SM66GDRyIVY,"I Helped 2,000 People Walk Again",2025-01-11,931,140214937,3005712,55870
gs8qfL9PNac,"2,000 People Fight For $5,000,000",2024-12-19,1485,198170254,4636908,51389
0BjlBnfHcHM,"Beat Ronaldo, Win $1,000,000",2024-11-30,1365,362695491,8326090,120853
Xj0Jtjg3lHQ,"$1 vs $500,000 Experiences!",2024-11-02,1060,274250730,5104865,56211
bn0Kh9c4Zv4,7 Days Exploring An Underground City,2024-10-12,1235,179196898,3764687,35145
snX5YyflrGw,"100 Identical Twins Fight For $250,000",2024-09-28,2140,198275738,3415401,29421
aRcUVhVlSHg,"Men Vs Women Survive In The Wilderness For $500,000",2024-09-07,1908,231539803,4420919,54264
ndAQfTzlVjc,7 Days Stranded In A Cave,2024-08-17,1079,179037685,4644279,93780
UPrkC1LdlLY,"Survive 100 Days In Nuclear Bunker, Win $500,000",2024-08-03,1941,352663623,6236296,88149
4SNThp0YiU4,"50 YouTubers Fight For $1,000,000",2024-07-13,2487,457677613,9713852,350533
XhuisK0bTSA,Pass The Phone To…,2024-07-11,60,288911373,11493258,52732
KkCXLABwHP0,I Built 100 Houses And Gave Them Away!,2024-06-29,576,254575753,7961308,292263
PWirijQkH4M,World’s Deadliest Obstacle Course!,2024-06-15,1705,422773092,6821502,139614
U_LlX4t0A9I,"$10,000 Every Day You Survive In The Wilderness",2024-06-01,1570,374697381,8959310,341520
F6PqxbvOCUI,"Protect The Yacht, Keep It!",2024-05-11,908,175685568,4267265,80099
8_gdcaX9Xqk,"Would You Split Or Steal $250,000?",2024-05-03,60,228999696,11801220,30196
Pv0iVoSZzN8,In 10 Minutes This Room Will Explode!,2024-04-27,600,166161589,4160891,76857
l-nMKJ5J3Uc,"Ages 1 - 100 Decide Who Wins $250,000",2024-04-20,2402,317605862,6281303,217530
erLbbextvlY,7 Days Stranded On An Island,2024-03-30,1346,487360266,7662464,151537
mKdjycj-7eE,"Stop This Train, Win a Lamborghini",2024-03-16,1141,263260178,5450764,126612
tWYsfOSY9vY,I Survived 7 Days In An Abandoned City,2024-03-02,1044,348214170,6750938,201313
KOEfDvr4DcQ,"Face Your Biggest Fear To Win $800,000",2024-02-10,1323,377988491,6719210,227585
krsBRQbOPQ4,"$1 vs $250,000,000 Private Island!",2024-01-27,1019,386376180,5959370,102925
7ESeQBeikKs,"Protect $500,000 Keep It!",2024-01-13,934,194274509,4814528,70429
K_CbgLpvH9E,I Spent 7 Days In Solitary Confinement,2023-12-30,1216,287337308,5514688,85397
lOKASgtr6kU,I Adopted 100 Dogs!,2023-12-23,903,390602457,6690134,111440
9RhWXPcKBI8,"Survive 100 Days Trapped, Win $500,000",2023-12-16,1628,450172572,6906120,98114
tnTPaLOaHz8,"$10,000 Every Day You Survive In A Grocery Store",2023-12-02,1292,519662030,7545860,88736
Wdjh81uH6FU,"$1 vs $10,000,000 Job!",2023-11-25,939,314192769,4902110,62932
7dYTw-jAYkY,I Spent 7 Days Buried Alive,2023-11-18,1114,308075818,8203284,124997
